"comuna","acceso_directoFALSE","acceso_directoTRUE","se.acceso_directoFALSE","se.acceso_directoTRUE"
"Linares",0.0622957237165942,0.937704276283406,0.0189975720660532,0.0189975720660532
"Lo Barnechea",0.465402380111696,0.534597619888304,0.0666958911521195,0.0666958911521195
"Lo Espejo",0.0386637508432239,0.961336249156776,0.0199205496110943,0.0199205496110943
"Lo Prado",0.147040962395264,0.852959037604736,0.0450464403235871,0.0450464403235871
"Loncoche",0.00629371878666699,0.993706281213333,0.00632216084260857,0.00632216084260857
"Los Andes",0.101638598114912,0.898361401885088,0.0321815943686011,0.0321815943686011
"Los Angeles",0.107226027150072,0.892773972849928,0.0286886528341334,0.0286886528341334
"Los Vilos",0.0909966038663975,0.909003396133603,0.0252133642117829,0.0252133642117829
"Lota",0.0518975860269788,0.948102413973021,0.014572245325094,0.014572245325094
"Machali",0.127542555368439,0.872457444631561,0.0315952264467124,0.0315952264467124
"Macul",0.407914554633746,0.592085445366254,0.0530472380625585,0.0530472380625585
"Maipu",0.153049604072739,0.846950395927261,0.0318768847287642,0.0318768847287642
"Maule",0.0213929866003998,0.9786070133996,0.0130683073461818,0.0130683073461818
"Melipilla",0.046919685010004,0.953080314989996,0.0149798929086891,0.0149798929086891
"Molina",0.0169289653129879,0.983071034687012,0.00753983581789181,0.00753983581789182
"Mostazal",0.0498711089095361,0.950128891090464,0.0168295222215468,0.0168295222215468
"Natales",0.0304395448695026,0.969560455130497,0.0132620921445635,0.0132620921445635
"Nueva Imperial",0.3172309391074,0.6827690608926,0.103428964681271,0.103428964681271
"Nunoa",0.780447810204251,0.219552189795749,0.0369779565937866,0.0369779565937866
"Osorno",0.0898987667897948,0.910101233210205,0.0316945676903104,0.0316945676903104
"Ovalle",0.0924598733787341,0.907540126621266,0.0336277256244312,0.0336277256244312
"Padre Hurtado",0.0383146966758555,0.961685303324144,0.0108506143871775,0.0108506143871775
"Padre Las Casas",0.494866388251815,0.505133611748185,0.0730349240087242,0.0730349240087242
"Paillaco",0.0538964864605078,0.946103513539492,0.012526512945546,0.012526512945546
"Paine",0.0427108000557531,0.957289199944247,0.0150272840663446,0.0150272840663446
"Panguipulli",0.0466453070541236,0.953354692945876,0.0160517285420087,0.0160517285420087
"Parral",0.00613388838225582,0.993866111617744,0.00610286541733914,0.00610286541733914
"Pedro Aguirre Cerda",0.0819033348773667,0.918096665122633,0.0240232602480385,0.0240232602480385
"Penaflor",0.20872205512088,0.79127794487912,0.0349916526435279,0.0349916526435279
"Penalolen",0.195608895642979,0.804391104357021,0.0447791539705821,0.0447791539705821
"Penco",0.140354686789981,0.859645313210019,0.0320983386704372,0.0320983386704372
"Pichilemu",0.0925088536233546,0.907491146376645,0.040214952650683,0.040214952650683
"Pitrufquen",0.0342330243908122,0.965766975609188,0.0151463008954114,0.0151463008954114
"Pozo Almonte",0.0111521159668078,0.988847884033192,0.00775748665807111,0.00775748665807111
"Providencia",0.865017816897846,0.134982183102154,0.023049468728256,0.023049468728256
"Pucon",0.133024316667003,0.866975683332997,0.0539427175934463,0.0539427175934463
"Pudahuel",0.153049585342488,0.846950414657512,0.043215333006562,0.043215333006562
"Puente Alto",0.1946915968248,0.8053084031752,0.031709301668936,0.031709301668936
"Puerto Montt",0.10385136357103,0.89614863642897,0.0251618203470094,0.0251618203470094
"Puerto Varas",0.0644617672499448,0.935538232750055,0.0211577297009975,0.0211577297009975
"Punta Arenas",0.042660101855141,0.957339898144859,0.00987044236026273,0.00987044236026273
"Quellon",0.100159020701986,0.899840979298014,0.0417649013974314,0.0417649013974314
"Quilicura",0.155468303994941,0.844531696005059,0.0432308459320838,0.0432308459320838
"Quillon",0.00860576563296808,0.991394234367032,0.0086523710451696,0.0086523710451696
"Quillota",0.0525103115984954,0.947489688401504,0.0221563298059331,0.0221563298059331
"Quilpue",0.911557400282647,0.0884425997173528,0.0210298320943154,0.0210298320943154
"Quinta Normal",0.34847465913845,0.65152534086155,0.0445802266734853,0.0445802266734853
"Quirihue",0.0312400829168673,0.968759917083133,0.0251125962402604,0.0251125962402604
"Rancagua",0.129057786593071,0.870942213406929,0.0289338384354147,0.0289338384354147
"Recoleta",0.257103132208221,0.742896867791779,0.0452064244452687,0.0452064244452687
"Renca",0.088479926558273,0.911520073441727,0.025864929421718,0.025864929421718
"Rengo",0.0316685618463132,0.968331438153687,0.0118882454225489,0.0118882454225489
"Rio Bueno",0.0100954784304354,0.989904521569565,0.00973226630488952,0.00973226630488952
"San Antonio",0.316243900360821,0.683756099639179,0.0663792647323603,0.0663792647323603
"San Bernardo",0.176582676278064,0.823417323721936,0.0387277624331687,0.0387277624331687
"San Carlos",0.0273377595408013,0.972662240459199,0.0104349099964079,0.0104349099964079
"San Felipe",0.0922057861413726,0.907794213858627,0.0282226114019052,0.0282226114019052
"San Fernando",0.0346937812685141,0.965306218731486,0.0122451425127107,0.0122451425127107
"San Javier",0.0165776209973394,0.98342237900266,0.00664254758967581,0.00664254758967581
"San Joaquin",0.250289842514667,0.749710157485333,0.0698148347859095,0.0698148347859095
"San Miguel",0.749700261567832,0.250299738432168,0.0387433465415014,0.0387433465415014
"San Pedro de la Paz",0.250797653399527,0.749202346600473,0.0398983516973558,0.0398983516973558
"San Ramon",0.0268312348776946,0.973168765122305,0.0122524714900259,0.0122524714900259
"San Vicente",0.0297255247608679,0.970274475239132,0.0150811088248931,0.0150811088248931
"Santa Cruz",0.0219259021021498,0.97807409789785,0.0139142209059014,0.0139142209059014
"Santiago",0.808052576568486,0.191947423431514,0.0215429044558636,0.0215429044558636
"Talagante",0.0871759860485787,0.912824013951421,0.0234391725182747,0.0234391725182747
"Talca",0.0919453787734029,0.908054621226597,0.0193525183349484,0.0193525183349484
"Talcahuano",0.106601951804422,0.893398048195578,0.0307359548393471,0.0307359548393471
"Temuco",0.180260726795722,0.819739273204278,0.0297816781741583,0.0297816781741583
"Tocopilla",0.0300151455770181,0.969984854422982,0.0236646750796608,0.0236646750796608
"Tome",0.0777201251156509,0.922279874884349,0.0198754073779112,0.0198754073779112
"Valdivia",0.109940139462911,0.890059860537089,0.023178241650745,0.023178241650745
"Vallenar",0.0265716032905421,0.973428396709458,0.017098463882547,0.017098463882547
"Valparaiso",0.629747991216699,0.370252008783301,0.0349986869497317,0.0349986869497317
"Victoria",0.0707187833874651,0.929281216612535,0.031601334581947,0.031601334581947
"Vilcun",0.018717557280562,0.981282442719438,0.0143433926799046,0.0143433926799046
"Villa Alemana",0.183896530917897,0.816103469082103,0.02931958920363,0.02931958920363
"Villarrica",0.34146073117872,0.65853926882128,0.0730615618090852,0.0730615618090852
"Vina del Mar",0.411228234276032,0.588771765723968,0.0348619953168563,0.0348619953168563
"Vitacura",0.633874357832569,0.366125642167431,0.0545673052649243,0.0545673052649243
"Yungay",0.0453269794177105,0.95467302058229,0.0185571614160938,0.0185571614160938
